id,task,dataset,n,p,dataset_seed,category,method,method_seed,HPs,time,success,R2,R2train
reg_1_1070_15_1_GLM_Ridge_0_nohp,reg,1,1070,15,1,GLM,Ridge,0,nohp,0.0014500617980957031,True,0.787960663436633,0.7652804322212381
reg_1_1070_15_1_GLM_Lasso_0_nohp,reg,1,1070,15,1,GLM,Lasso,0,nohp,0.03534245491027832,True,0.7879375011278769,0.7652735298257602
reg_1_1070_15_1_GLM_Enet_0_nohp,reg,1,1070,15,1,GLM,Enet,0,nohp,0.03486347198486328,True,0.7879196384394183,0.7652723720900183
reg_1_1070_15_1_TREE_CART_0_nohp,reg,1,1070,15,1,TREE,CART,0,nohp,0.0038945674896240234,True,0.701700069504155,1.0
reg_1_1070_15_1_RF_XRF_0_nohp,reg,1,1070,15,1,RF,XRF,0,nohp,0.23823857307434082,True,0.7916105678512554,1.0
reg_1_1070_15_1_GBDT_xgb_sklearn_0_nohp,reg,1,1070,15,1,GBDT,xgb_sklearn,0,nohp,0.08398628234863281,True,0.8704621138609713,0.8789620356835918
reg_1_1070_15_1_SVM_Kernel_0_nohp,reg,1,1070,15,1,SVM,Kernel,0,nohp,0.019875764846801758,True,0.7881134122960453,0.7652618436384048
reg_1_1070_15_1_SVM_NuSVM_0_nohp,reg,1,1070,15,1,SVM,NuSVM,0,nohp,0.11255908012390137,True,0.8599259853814044,0.8277097752553121
reg_1_1070_15_1_NN_MLP_sklearn_0_nohp,reg,1,1070,15,1,NN,MLP_sklearn,0,nohp,0.6451494693756104,True,0.8522609355288789,0.8692208562879464
reg_1_1070_15_1_RF_RF_0_nohp,reg,1,1070,15,1,RF,RF,0,nohp,0.27241992950439453,True,0.8399076948168247,0.9716495203177311
reg_1_1070_15_2_Baseline_Intercept_0_nohp,reg,1,1070,15,2,Baseline,Intercept,0,nohp,0.0005745887756347656,True,-0.009642735646263612,0.0
reg_1_1070_15_2_GLM_Ridge_0_nohp,reg,1,1070,15,2,GLM,Ridge,0,nohp,0.0016260147094726562,True,0.7925514306235106,0.762523482970909
